0.016,0.084,-39131.35111
0.018,0.082,-39086.51149
0.02,0.08,-39041.28584
0.022,0.078,-38995.66554
0.024,0.076,-38949.6415
0.026,0.074,-38903.20411
0.028,0.072,-38856.34321
0.03,0.07,-38809.04808
0.032,0.068,-38761.3073
0.034,0.066,-38713.1088
0.036,0.064,-38664.43971
0.038,0.062,-38615.28633
0.04,0.06,-38565.63405
0.042,0.058,-38515.46722
0.044,0.056,-38464.7691
0.046,0.054,-38413.52171
0.048,0.052,-38361.70567
0.05,0.05,-38309.30009
0.052,0.048,-38256.28235
0.054,0.046,-38202.62789
0.056,0.044,-38148.30997
0.058,0.042,-38093.29936
0.06,0.04,-38037.56399
0.062,0.038,-37981.06849
0.064,0.036,-37923.77374
0.066,0.034,-37865.63616
0.068,0.032,-37806.607
0.07,0.03,-37746.63128
0.072,0.028,-37685.64662
0.074,0.026,-37623.58161
0.076,0.024,-37560.35371
0.078,0.022,-37495.86649
0.08,0.02,-37430.00578
0.082,0.018,-37362.63433
0.084,0.016,-37293.5841
0.086,0.014,-37222.64452
0.088,0.012,-37149.54412
0.09,0.01,-37073.91958
0.092,0.008,-36995.25939
0.094,0.006,-36912.78899
0.096,0.004,-36825.19268
0.098,0.002,-36729.69885
0.1,0,-36613.26199
